customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6734-CKRSM,Female,0.0,No,No,17.781749966417028,Yes,No,No,,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,5.1403758341533585,78.660754802479,No
1265-ZFOSD,,0.0,,No,83.04912723792347,,Yes,DSL,,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,85.02541371825119,5106.521556487218,No
6568-POCUI,Female,0.0,Yes,No,39.150286065888615,,No,Fiber optic,No,No,No,Yes,,,,Yes,Credit card (automatic),95.24214309019591,,No
7890-VYYWG,,1.0,Yes,,-8.52164168317637,No,No,DSL,No,,No,No,Yes,No,Month-to-month,Yes,,31.89350605867444,87.39581497170653,Yes
5197-LQXXH,Female,0.0,Yes,No,77.92982411687666,Yes,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.44867324627037,5904.417900657337,No
9907-SWKKF,Female,,No,No,,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.63372325356024,6.965203566787746,Yes
3457-PQBYH,Female,0.0,Yes,Yes,47.25921806803012,Yes,,,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.023148613988546,1144.4631574748219,No
7682-AZNDK,,,Yes,Yes,50.09978556105673,Yes,No,Fiber optic,,Yes,Yes,No,,No,Month-to-month,,Electronic check,65.29406498861664,3088.8270509331246,No
0587-DMGBH,Female,0.0,No,No,,Yes,No,,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.09602946313381,366.7111427725951,Yes
5384-ZTTWP,Female,0.0,Yes,Yes,40.54760031601084,,No,No,No internet service,No,No internet service,No internet service,No internet service,,Month-to-month,No,Mailed check,-11.619768224278392,,No
3745-HRPHI,,0.0,Yes,Yes,49.37563878681779,No,,DSL,,No,Yes,Yes,Yes,,Two year,No,,51.52272730094712,3629.490214573471,No
7636-OWBPG,Male,1.0,No,No,16.579615739530716,No,No,DSL,No,Yes,,No,No,No,Month-to-month,Yes,,12.813739237828262,,No
1231-YNDEK,Male,0.0,No,No,75.83829406509614,Yes,No,,No internet service,,,No internet service,,No internet service,Two year,Yes,Bank transfer (automatic),7.666946247061086,,No
1407-DIGZV,Female,,Yes,Yes,-2.785187683170708,Yes,No,No,No internet service,No,No internet service,No internet service,,No internet service,Two year,No,Mailed check,7.455551791412031,27.720045675852457,No
6397-JNZZG,Female,,,,64.25649512044403,,,DSL,No,Yes,,No,Yes,Yes,Month-to-month,No,Credit card (automatic),61.55803030325883,2374.6757543185045,Yes
0570-BFQHT,,,No,No,27.53321209244136,Yes,No,,No,Yes,Yes,No,,No,Month-to-month,,Electronic check,97.49584482650738,,No
4393-OBCRR,Female,0.0,No,No,-12.782149396590443,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,35.75298012170353,60.31306346788384,No
3523-QRQLL,,0.0,Yes,Yes,34.366794852721156,,No,DSL,No,Yes,No,No,,,One year,Yes,Bank transfer (automatic),70.4896178799136,1492.7003951368956,Yes
8564-LDKFL,,0.0,Yes,No,44.99184238976581,Yes,Yes,Fiber optic,No,Yes,,No,Yes,,One year,Yes,Bank transfer (automatic),111.368037286565,4179.931586700625,No
3696-DFHHB,Female,,,,86.70632094288362,,Yes,No,No internet service,No,No internet service,No internet service,,No internet service,Two year,No,Bank transfer (automatic),44.59543307986769,1821.1132028749428,No
0895-DQHEW,Male,0.0,Yes,No,77.53354873481817,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,,,5260.530195111711,Yes
4717-GHADL,Female,0.0,,No,76.2565111730835,Yes,Yes,DSL,No,Yes,No,Yes,Yes,,Two year,Yes,Mailed check,57.9650235070174,4038.9230884179865,No
5501-TVMGM,Male,0.0,No,No,-4.280479364868603,,No,DSL,No,,No,,,,Month-to-month,Yes,Electronic check,56.3868156455868,52.65901724389995,No
5879-HMFFH,Female,0.0,,No,55.37534526986442,Yes,Yes,DSL,Yes,,Yes,Yes,Yes,Yes,Two year,No,,,6522.216022431329,No
6772-WFQRD,,0.0,No,Yes,41.47433916656643,,No,,No internet service,No,No internet service,No internet service,,No internet service,One year,Yes,Bank transfer (automatic),30.19415027886224,857.9370221344038,No
3810-DVDQQ,Female,0.0,Yes,Yes,79.87256928867585,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.51556834902325,8298.938703478596,No
6972-SNKKW,Female,0.0,,No,13.025480629902734,Yes,No,No,,No,No internet service,No internet service,No internet service,,,No,Mailed check,15.380803898937739,97.68872765358391,No
3694-GLTJM,Female,0.0,No,No,2.7267997324548205,Yes,No,,No internet service,No,No internet service,,No internet service,No internet service,,Yes,Credit card (automatic),16.58061982795866,,No
8550-XSXUQ,Male,0.0,,No,53.39758044434374,Yes,,DSL,No,Yes,Yes,,No,Yes,,Yes,Credit card (automatic),78.0731560551227,3420.6712592844756,No
8149-RSOUN,Female,0.0,No,,-15.891026852664861,Yes,,Fiber optic,No,No,,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.53562434491465,66.82575892809902,Yes
9055-MOJJJ,Female,0.0,,Yes,67.64112095255533,Yes,No,DSL,Yes,No,No,,Yes,No,One year,No,Mailed check,58.8472726532352,4086.2289708873273,No
4359-INNWN,Female,0.0,No,No,4.0433600949708595,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),21.83880645710938,344.9758646675393,No
0585-EGDDA,Male,0.0,Yes,No,44.17338055689878,Yes,No,,No,Yes,,No,No,No,Month-to-month,Yes,Electronic check,,3163.735046662151,No
4032-RMHCI,Female,,,Yes,35.953431546575516,No,No,DSL,Yes,No,Yes,No,No,,One year,No,Credit card (automatic),35.90374817639925,,No
0549-CYCQN,Male,1.0,,,,Yes,Yes,Fiber optic,,Yes,No,No,No,No,One year,,,,3994.5647504202097,No
3481-JHUZH,Male,,,No,45.436137818452664,Yes,,Fiber optic,No,,No,No,No,No,,,Electronic check,77.23720530030222,3439.6559103725745,No
7250-EQKIY,Female,0.0,,Yes,5.671383364728664,Yes,,DSL,No,No,,No,,No,Month-to-month,No,,29.899546686891625,,Yes
3594-IVHJZ,Female,0.0,,,,Yes,,No,No internet service,No,,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.79990381256789,,No
6869-FGJJC,Male,0.0,No,No,72.34942738944946,Yes,No,,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),90.56015555648109,5452.055585292522,No
3896-ZVNET,Female,0.0,Yes,Yes,13.896155750128912,Yes,Yes,No,No internet service,No,,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.338162150469984,562.1503712467459,No
8205-VSLRB,Male,0.0,Yes,,57.625525177226365,Yes,,DSL,Yes,No,Yes,Yes,,Yes,Two year,No,Credit card (automatic),90.30987037449772,5491.055231435192,No
5960-MVTUK,Male,0.0,No,,,No,No,DSL,No,No,,,,No,Month-to-month,Yes,,54.57244544918299,91.9059094374375,No
6817-WTYHE,,0.0,No,No,15.787408575485038,,No,DSL,,No,No,,No,,Month-to-month,No,,,122.53303023557042,No
3082-VQXNH,Male,0.0,Yes,No,,No,No,DSL,No,Yes,,No,No,No,,No,Credit card (automatic),28.87695430332204,91.8821799524661,No
4013-UBXWQ,Female,0.0,No,No,4.395377046051703,Yes,Yes,DSL,No,,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,,539.7693023499461,Yes
4931-TRZWN,,0.0,,No,,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,,929.2718510181558,No
0750-EKNGL,,0.0,No,No,24.950028022885007,Yes,No,,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,10.344428936528574,,No
7669-LCRSD,Male,0.0,Yes,Yes,2.177471463232667,Yes,No,DSL,No,No,No,No,Yes,,Month-to-month,Yes,,33.44162462292369,611.9451376483358,No
3567-PQTSO,Male,0.0,Yes,Yes,56.54527226698136,,Yes,Fiber optic,No,Yes,Yes,No,,Yes,One year,Yes,Electronic check,107.78287856675132,5583.935066578347,No
5519-NPHVG,Female,0.0,,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,,Yes,Electronic check,,,Yes
8043-PNYSD,Male,,Yes,,54.30987610677376,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.1909011951389,,No
9938-EKRGF,,0.0,No,No,4.815667944020612,Yes,No,,Yes,Yes,Yes,Yes,,Yes,Month-to-month,No,Mailed check,77.59211330875733,1295.1425015614473,No
2703-AMTUL,,,,Yes,,,,,,Yes,,No,No,No,One year,No,Mailed check,61.11736653475489,1956.198762153996,No
0928-JMXNP,,1.0,Yes,,-1.3265969980130858,No,No,,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,,108.88009225351509,No
8173-RXAYP,Female,0.0,Yes,Yes,28.57313150126824,Yes,No,No,No internet service,,No internet service,No internet service,,No internet service,Two year,,Mailed check,11.293831988239882,,No
4825-XJGDM,Female,0.0,No,No,47.6984822541622,No,No,,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),49.599560189811356,,No
5402-HTOTQ,Male,0.0,No,No,1.7218024993562118,,Yes,DSL,No,,,No,No,No,Month-to-month,No,,53.876029587623826,870.0162857959527,No
6734-JDTTV,Male,0.0,Yes,Yes,63.145834693505165,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,,Yes,Credit card (automatic),,1247.4013154206516,No
7850-THJMU,Female,0.0,Yes,Yes,27.4720044317507,,No,No,No internet service,No,No internet service,,No internet service,No internet service,Two year,,,,509.02629649634014,No
3890-RTCMS,Male,0.0,No,No,,Yes,No,,,No,No,Yes,No,No,Month-to-month,,Mailed check,43.72355445589177,803.3403555198079,No
8849-GYOKR,,,,No,55.82985857129624,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,One year,No,,,5765.6630210694575,Yes
3148-BLQJT,,0.0,No,No,-24.708779505982505,Yes,,No,,,No internet service,No internet service,No internet service,,Month-to-month,No,Mailed check,15.836885276200976,21.674999955422177,Yes
3717-FDJFU,Male,0.0,No,,-19.729580011522415,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,,98.89333964301376,No
3665-JATSN,,0.0,No,No,20.443728165797598,No,,DSL,No,,No,No,No,Yes,Month-to-month,Yes,,45.08561499757997,726.9686259799568,No
7966-YOTQW,Male,0.0,No,No,,,Yes,DSL,Yes,No,No,No,No,No,,Yes,Credit card (automatic),55.23754962919214,549.7916376826192,No
0461-CVKMU,Female,0.0,Yes,Yes,,Yes,,,No,Yes,Yes,,,No,Month-to-month,,Electronic check,63.863381535454664,1922.2672742484892,Yes
8806-EAGWC,,0.0,No,,-4.692056797801935,Yes,,,No,No,,No,Yes,No,Month-to-month,No,Mailed check,74.52071198021162,166.53786334279846,Yes
8853-TZDGH,Female,0.0,No,No,,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,,Yes,,108.37953245273482,8028.10120113087,No
7779-LGOVN,Male,,Yes,No,,Yes,Yes,Fiber optic,No,,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.04110093793462,862.5273708961535,Yes
4324-BZCKL,Female,0.0,,Yes,12.060688060944623,,No,DSL,No,,Yes,No,No,,,,Mailed check,55.98395465853825,,No
6924-TDGMT,Male,0.0,Yes,No,37.13135307056889,,No,No,,,No internet service,No internet service,No internet service,,One year,,Mailed check,6.66002846238772,175.65677004404165,No
9710-ZUSHQ,Female,,No,No,,,Yes,Fiber optic,Yes,Yes,No,,,Yes,Month-to-month,,Bank transfer (automatic),122.24405869558117,4055.811755532584,Yes
1536-YHDOE,,0.0,Yes,Yes,39.98884058496847,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,65.977011905857,1110.2297228208565,No
8123-QBNAZ,Female,0.0,Yes,Yes,23.842195835376756,Yes,Yes,,Yes,,Yes,No,Yes,,Month-to-month,Yes,Credit card (automatic),99.94297460980064,3682.6150750832367,No
3629-ZNKXA,Male,1.0,No,No,33.426942229508086,Yes,,Fiber optic,No,Yes,,No,,Yes,Month-to-month,,Electronic check,,1744.867460552173,No
4827-LTQRJ,Female,,Yes,,60.85771433964725,,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,,One year,,Credit card (automatic),115.3506890462984,7220.841132654205,No
7711-YIJWC,Male,0.0,Yes,Yes,43.45781638754771,,No,DSL,,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.62754305221239,,No
5482-VXSXJ,Male,0.0,No,No,-1.4443318470042286,,,,No,Yes,No,No,Yes,Yes,,Yes,Mailed check,109.54176299455884,2145.3343503315127,No
7365-BVCJH,,,No,No,,,No,DSL,No,No,No,No,No,No,,,,19.821159204863037,,No
9620-ENEJV,Female,,No,No,35.5759323062547,,No,Fiber optic,No,,No,No,No,,Month-to-month,No,Credit card (automatic),64.56143258681531,438.02234592653207,No
4183-WCSEP,Male,0.0,No,No,19.544562607655067,,No,,No,Yes,,Yes,No,No,,Yes,Electronic check,91.54381042789561,2466.761695320592,Yes
2378-YIZKA,Female,0.0,Yes,Yes,75.59139459892228,,No,,Yes,Yes,Yes,Yes,,Yes,Two year,Yes,,87.46692946906252,5613.215454108058,No
5498-TXHLF,Female,,Yes,Yes,54.96178622275572,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.77301775667942,2887.710905803183,Yes
0689-DSXGL,Female,0.0,,Yes,58.19706465905233,,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.22047094887513,4450.167025365887,No
6818-DJXAA,Female,,No,Yes,-0.3755154997460739,Yes,No,Fiber optic,No,No,Yes,Yes,,,Month-to-month,,,111.57635899492558,986.2364314294335,No
9722-UJOJR,Male,0.0,,,44.91247170564629,Yes,No,,No,,,No,No,No,,Yes,Electronic check,56.85289540816801,1979.3608486183819,Yes
0464-WJTKO,Female,0.0,Yes,,,,No,No,,,No internet service,No internet service,,No internet service,Two year,No,Bank transfer (automatic),42.141282437501246,,No
8902-ZEOVF,Male,0.0,Yes,,36.49859901289345,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,,,No,Mailed check,-6.8468783502475326,955.3276756275617,No
6778-EICRF,Male,0.0,Yes,Yes,14.309091298864733,Yes,Yes,DSL,Yes,No,No,No,,Yes,One year,No,Mailed check,50.53364232796476,1806.662038695971,No
2662-NNTDK,,0.0,No,No,81.46440987208618,,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),,1596.5094896251558,No
4132-KALRO,Female,,No,No,1.192285249676459,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,,391.7642028263736,No
3902-FOIGH,Male,,Yes,No,0.3364421300437943,Yes,Yes,Fiber optic,,Yes,,No,,Yes,Month-to-month,Yes,Electronic check,90.19077221648163,1185.7101516840316,Yes
6772-KSATR,Male,0.0,,,-3.6981540045307453,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,,Yes,,78.76993403937145,87.6876870456518,Yes
7112-OPOTK,Male,0.0,,No,44.37224134485144,Yes,No,Fiber optic,,No,No,,,No,Month-to-month,No,,,2179.3420380913994,Yes
2874-YXVVA,Female,0.0,No,No,31.324243025928382,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,,121.86496888182337,,No
1245-HARPS,,0.0,,No,20.742783122933066,Yes,No,No,,No,No internet service,No internet service,No internet service,No internet service,,No,,28.87304551921647,293.64962777154074,No
4210-QFJMF,Female,0.0,No,No,7.8766187632881515,Yes,No,Fiber optic,No,No,No,,No,,Month-to-month,Yes,Electronic check,,301.59016715855194,Yes
4323-ELYYB,Male,0.0,Yes,Yes,13.385008981036883,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,,,No,Mailed check,7.621046119746003,200.12839619502543,No
4293-ETKAP,Female,0.0,Yes,Yes,59.58528269823289,,Yes,DSL,,Yes,,Yes,Yes,,Two year,Yes,Bank transfer (automatic),76.36534541534385,5069.373415793814,No
6064-PUPMC,Male,0.0,,Yes,23.948191224926067,Yes,No,DSL,Yes,No,No,,No,,,No,Credit card (automatic),63.25737499064965,1414.9491049444243,No
6504-VBLFL,Male,0.0,Yes,No,57.90628925275511,Yes,,DSL,Yes,Yes,Yes,No,No,No,,No,,60.808624081020774,,No
6322-PJJDJ,,0.0,Yes,No,42.640812331773695,Yes,,,,Yes,No,No,,Yes,Two year,Yes,Electronic check,74.05069372581627,4682.532241673214,No
0330-BGYZE,Male,0.0,Yes,No,78.12227492946644,Yes,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),86.58100643988101,6178.704277093161,No
1085-LDWAM,Female,0.0,Yes,Yes,57.936954526986085,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.381206752073147,1427.1103169360415,No
7586-ZATGZ,,0.0,,No,21.772517177172023,Yes,Yes,Fiber optic,No,No,No,,Yes,No,,Yes,Electronic check,,3371.8187507428056,No
7197-VOJMM,Male,0.0,Yes,No,,,,DSL,Yes,,No,Yes,No,Yes,Two year,,,91.50837645203679,4657.505205278308,No
3318-OSATS,Male,,No,,32.96577671553185,Yes,Yes,Fiber optic,No,No,No,No,Yes,,Month-to-month,Yes,Electronic check,118.75476256533736,,Yes
5828-AVIPD,Male,,Yes,,24.35863580014883,,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.9144431807683,1849.6736292765788,Yes
1843-TLSGD,Female,0.0,Yes,Yes,11.241636766393635,Yes,No,No,No internet service,No,No internet service,No internet service,,,Two year,,Mailed check,9.575806718958896,268.6985830591402,No
9626-VFRGG,Female,0.0,No,Yes,,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,,Bank transfer (automatic),70.8178790912548,3647.8916651899476,No
7075-BNDVQ,Female,0.0,,,-32.25683416418393,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,,24.306587758833775,146.54982409218204,No
9143-CANJF,Female,0.0,Yes,Yes,55.11843726770883,Yes,,DSL,Yes,No,No,,No,No,,No,,43.56015065396338,1312.3888998884026,No
7284-BUYEC,Female,0.0,No,,28.87272754791872,No,No,,No,Yes,No,No,,Yes,Month-to-month,,Credit card (automatic),55.30537273641837,227.65179008061904,No
2041-JIJCI,,0.0,No,No,-9.103785671675366,Yes,,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.11026464337765,359.86277119699025,No
1086-LXKFY,Female,,Yes,,20.904484948312646,,,Fiber optic,No,No,No,No,,No,,Yes,Mailed check,,33.041654661444504,Yes
4900-MSOMT,Female,0.0,Yes,Yes,73.07488491225638,Yes,,,,Yes,,,Yes,No,Two year,No,Bank transfer (automatic),132.83420083849578,5715.587278125399,No
2229-VWQJH,Female,0.0,No,No,28.229579018204976,Yes,No,,No,No,Yes,,No,,Month-to-month,Yes,Credit card (automatic),46.656025607532925,1217.806037193497,No
9194-GFVOI,Female,0.0,Yes,,40.72523607343332,Yes,Yes,DSL,,No,,Yes,,Yes,Two year,,Credit card (automatic),100.69911888888407,,No
1336-EZFZY,Female,,No,No,26.6909748322917,Yes,No,,No internet service,No,No internet service,No internet service,,No internet service,Month-to-month,,,36.917014098200426,82.39831678118834,No
4282-MSACW,Male,0.0,,No,95.76173945255928,,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,,,,,No
1403-LKLIK,Female,0.0,Yes,Yes,,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.26407388319938,587.9071243059057,No
2636-ALXXZ,Female,1.0,No,,,Yes,,Fiber optic,No,,No,No,No,No,Month-to-month,Yes,,69.7308052213719,80.92431212571904,Yes
7774-OJSXI,Male,0.0,No,,5.803912134342077,Yes,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,90.75364897047021,3065.5001468709183,Yes
7786-WBJYI,,0.0,,No,-7.2571975298992015,Yes,Yes,Fiber optic,No,Yes,,No,No,No,Month-to-month,No,Bank transfer (automatic),85.62099961087577,313.67005518037473,Yes
0136-IFMYD,Male,1.0,Yes,No,,,Yes,,No,Yes,Yes,,Yes,Yes,Two year,Yes,Electronic check,,7630.17808682562,No
5144-TVGLP,Male,1.0,No,No,,Yes,Yes,Fiber optic,,No,No,No,,,Month-to-month,,Electronic check,,3644.5946053862554,No
9643-AVVWI,Female,0.0,Yes,Yes,-3.0099712503992615,Yes,No,,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.3620314085673,249.11383674300345,No
0253-ZTEOB,Female,,Yes,Yes,48.28075548469192,,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,,3854.70674667027,No
2706-QZIHY,Female,,Yes,No,15.454661733724183,,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,31.885860384778752,390.1940528836327,No
6061-PQHMK,Female,0.0,,,,Yes,No,No,,No,No internet service,No internet service,No internet service,No internet service,,No,Credit card (automatic),,536.112497098892,No
9885-CSMWE,Female,1.0,No,No,-21.34563640907154,Yes,No,Fiber optic,,No,No,No,,No,Month-to-month,,,92.3015047939117,79.34493013001868,Yes
6137-MFAJN,,0.0,No,,71.74776692814525,No,No,DSL,Yes,Yes,No,No,Yes,No,,Yes,Electronic check,56.028755859164534,2099.5260553464445,No
9122-UMROB,Male,0.0,No,No,10.923846031698906,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.86900242312251,-5.556111403101852,No
4232-JGKIY,Male,,No,No,-4.324885143283207,Yes,,No,No internet service,No,No internet service,,No internet service,No internet service,,No,Electronic check,1.2177561147989096,1.9550933211269204,No
2402-TAIRZ,Female,0.0,No,No,26.887243466884467,Yes,No,,,Yes,Yes,No,No,No,One year,No,Electronic check,69.23905104797866,2977.3312120412356,No
9659-ZTWSM,Male,1.0,Yes,No,84.181117362711,Yes,Yes,Fiber optic,,Yes,Yes,Yes,,Yes,One year,Yes,Bank transfer (automatic),111.5525779780722,7044.533738881533,No
9139-TWBAS,Female,0.0,Yes,No,32.52962433234093,No,No,DSL,,Yes,Yes,,Yes,No,One year,,,57.96080581551013,1186.934419842638,No
6685-GBWJZ,Male,0.0,Yes,,,Yes,No,DSL,Yes,Yes,,Yes,,No,,No,Credit card (automatic),55.43590685198728,4442.820273851966,No
5016-ETTFF,Male,0.0,,No,5.081784899081473,,No,DSL,No,No,Yes,No,No,No,,No,Mailed check,42.85204293142913,247.42048322138933,Yes
3866-MDTUB,Female,0.0,,No,-6.551487683141554,Yes,,,Yes,,,No,Yes,,Month-to-month,Yes,Electronic check,74.48865696483016,141.442751614567,Yes
2195-VVRJF,Male,1.0,Yes,No,15.502865303103125,Yes,No,DSL,,No,,,No,Yes,Month-to-month,Yes,Credit card (automatic),81.96603538526784,1005.5446091869,No
3913-RDSJZ,Female,,Yes,No,66.7837129657957,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.021465284138994,1703.3289002880028,No
8058-JMEQO,Female,1.0,No,No,11.374403222000865,Yes,Yes,Fiber optic,No,No,No,No,No,,Month-to-month,Yes,Electronic check,64.69955936402484,766.8557556047306,Yes
4203-QGNZA,Female,0.0,No,Yes,12.99142538205814,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,527.1379068039089,No
5043-TRZWM,Female,0.0,No,No,-7.195775820634719,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,,61.3299967215455,No
0697-ZMSWS,Male,0.0,No,,39.089189063428556,Yes,Yes,,,No,No,,No,Yes,Month-to-month,Yes,Electronic check,82.48516076338738,343.9447885403669,Yes
7657-DYEPJ,Male,1.0,No,No,36.124173822545806,,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,,,48.727291955221105,2499.5930787358448,Yes
9494-BDNNC,Male,0.0,Yes,No,,Yes,Yes,Fiber optic,,,Yes,No,No,,One year,No,Electronic check,118.88945657216958,6272.035764217017,No
1640-PLFMP,Female,0.0,No,No,,Yes,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.19151379072278,75.9168087264832,No
5366-OBVMR,Female,,,No,4.221990711194529,Yes,No,DSL,,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,,,No
8276-MQBYC,Male,,No,No,49.01423653682105,Yes,Yes,,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,121.38665547066016,4912.909523237786,Yes
7644-OMVMY,Male,0.0,Yes,Yes,16.098666933897174,Yes,No,No,,No,No internet service,No internet service,,No internet service,Two year,,Mailed check,16.5713441887947,,No
7593-XFKDI,Male,0.0,No,,13.395787077938547,Yes,No,,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.56417997761744,38.14326809707596,Yes
4573-JKNAE,Male,,No,Yes,5.728336084122576,Yes,No,No,No internet service,No,,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),12.52440777327077,206.7573794911309,No
0337-CNPZE,Female,0.0,,No,59.09834904080117,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.13301358439745,,Yes
9817-APLHW,Male,0.0,No,,21.573658540373778,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.84472192242669,306.50644092231363,No
8380-MQINP,Female,0.0,,Yes,62.072789679121705,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.732544578051407,1066.7613100909914,No
0840-DFEZH,Female,0.0,No,No,4.8552072074892525,Yes,Yes,,No,No,No,No,No,No,,Yes,Electronic check,72.41929888761187,566.5158947780387,No
1513-XNPPH,Female,0.0,No,No,-13.870874198804657,Yes,No,Fiber optic,,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,,1084.4386987094622,Yes
8690-ZVLCL,Female,,Yes,Yes,75.21638067321909,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,,Two year,,Credit card (automatic),88.19206148277055,6144.403962095206,No
6015-VVHHE,,1.0,No,,1.2077189883943462,Yes,Yes,,No,No,No,,,,,Yes,Credit card (automatic),101.4299920127705,455.67156798942807,Yes
1125-SNVCK,Female,1.0,No,No,52.91314105026185,Yes,No,DSL,No,No,,No,No,No,Month-to-month,No,Mailed check,41.75175816019592,2083.289715111922,No
0384-LPITE,Male,0.0,,No,27.08794717314867,,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),,2505.54492271499,No
4616-EWBNJ,Female,0.0,No,No,12.111670732793124,Yes,No,,No internet service,,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.8142511227328,330.4449905211175,No
6347-DCUIK,Male,0.0,No,No,23.554321706110862,Yes,Yes,,No,No,No,No,No,,Month-to-month,,Mailed check,98.642947790367,828.6881143372644,Yes
1335-HQMKX,Female,0.0,Yes,No,,,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,,7324.47618406618,No
2545-EBUPK,Female,,No,,-20.78296397739671,Yes,Yes,,No,,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.37965484155441,162.71593592918887,No
